N1	T1	N2	T2	N3	T3	N4	T4	N5	T5	N6	T6	N7	T7	N8	T8	N9	T9	N10	T10	N11	T11	N12	T12	N13	T13
chr4:174523797	0.92	0.428571428571429	0.8125	0.357142857142857	0.933333333333333	0	0.857142857142857	0.866666666666667	0.733333333333333	0.263157894736842	0.8	0.615384615384615	0.75	0.625	0.85	0.344827586206897	0.833333333333333	0.6	0.9	0.2	0.789473684210526	0.833333333333333	0.9	0.476190476190476	0.791666666666667	0.733333333333333
chr4:174523811	0.96	0.4	1	0.5	1	0	1	1	1	0.105263157894737	0.8	0.538461538461538	0.96	0.8	0.944444444444444	1	0.882352941176471	0.736842105263158	0.931034482758621	0.36	0.91304347826087	0	1	0.434782608695652	0.916666666666667	0.8125
chr4:174831046	1	0.9375	0.833333333333333	0.944444444444444	0.888888888888889	0.857142857142857	1	0.823529411764706	0.954545454545455	0	0.933333333333333	1	0.944444444444444	0.928571428571429	0.92	0.842105263157895	0	0.761904761904762	0.875	0.666666666666667	0.863636363636364	0.8125	0.866666666666667	1	0.954545454545455	0.75
chr4:174831047	0.952380952380952	1	1	0.851851851851852	0.9	0.7	0.9375	1	0.962962962962963	0	1	0	0.91304347826087	1	0.9375	0.954545454545455	0.95	0.555555555555556	0.888888888888889	0.678571428571429	0.88	0.708333333333333	1	0.966666666666667	0.952380952380952	0.705882352941177
chr4:174831117	0.916666666666667	0.266666666666667	0	0.238095238095238	1	0.818181818181818	0	0.6	0.894736842105263	0	0.904761904761905	0	0.833333333333333	0	0.666666666666667	0.277777777777778	0	0.363636363636364	0.842105263157895	0.0714285714285714	0.8	0	0.818181818181818	0	0.857142857142857	0
chr4:174831118	0.807692307692308	0.291666666666667	0.5	0.304347826086957	1	0.35	0.8125	0.538461538461538	0.956521739130435	0	0.904761904761905	0	0.818181818181818	0.380952380952381	0.75	0.375	0.772727272727273	0.65	0.925925925925926	0.2	0.833333333333333	0.580645161290323	0.851851851851852	0.4375	0.842105263157895	0.782608695652174
chr4:174831276	0.75	0.352941176470588	0.615384615384615	0.4	0	0	0	0.545454545454545	0.733333333333333	0	0.666666666666667	0.615384615384615	0	0.454545454545455	0.75	0	0.928571428571429	0.428571428571429	0	0.333333333333333	0	0	0.615384615384615	0	0	0.631578947368421
chr4:174831277	0.545454545454545	0.611111111111111	0.619047619047619	0	0.636363636363636	0.277777777777778	0.636363636363636	0.454545454545455	0.875	0	0.714285714285714	0	0.923076923076923	0.2	0.8125	0.37037037037037	0.764705882352941	0.333333333333333	0.636363636363636	0.434782608695652	0.75	0.363636363636364	0.65	0.545454545454545	0.647058823529412	0.545454545454545
chr4:174831423	0.529411764705882	0.357142857142857	0	0.363636363636364	0.588235294117647	0.2	0	0.285714285714286	0.703703703703704	0.142857142857143	0.5	0	0	0.263157894736842	0.416666666666667	0.266666666666667	0.533333333333333	0.25	0	0.384615384615385	0.529411764705882	0	0.6875	0.333333333333333	0	0.583333333333333
chr4:174831424	0	0	0.533333333333333	0	0.733333333333333	0.428571428571429	0	0.0666666666666667	0	0	0.478260869565217	0.272727272727273	0.692307692307692	0.142857142857143	0.478260869565217	0.375	0.538461538461538	0.411764705882353	0.533333333333333	0.125	0.625	0.368421052631579	0.571428571428571	0.538461538461538	0.388888888888889	0.428571428571429
chr4:174831545	0	0	0	0.909090909090909	0.785714285714286	0.5	0	0.416666666666667	0.857142857142857	0	0.923076923076923	0.583333333333333	0	0.4	0.909090909090909	0.529411764705882	1	0	0	0.384615384615385	0	0	1	0.916666666666667	0.416666666666667	0
chr4:174831546	0	0.533333333333333	0	0	0.785714285714286	0	0	0.4375	0.75	0	0.857142857142857	0	0.833333333333333	0.307692307692308	0.8	0.230769230769231	0.8	0.705882352941177	0.823529411764706	0.5625	0.588235294117647	0.538461538461538	0.695652173913043	0.666666666666667	0.777777777777778	0.555555555555556
chr4:174831586	0	0.25	0	0.0833333333333333	0	0	0	0.166666666666667	0.714285714285714	0	0.846153846153846	0.5	0	0.294117647058824	1	0.375	0.923076923076923	0	0	0.0666666666666667	0	0	0.769230769230769	0.454545454545455	0	0.416666666666667
chr4:174831587	0	0.272727272727273	0.727272727272727	0	0	0	0.833333333333333	0.307692307692308	0.722222222222222	0	0.75	0	0	0.357142857142857	0.80952380952381	0.0909090909090909	0.6	0.545454545454545	0.6875	0.181818181818182	0.631578947368421	0.5	0.608695652173913	0.384615384615385	0.733333333333333	0.4375
chr4:174831631	0	0.642857142857143	0.916666666666667	0	0	0.545454545454545	0.916666666666667	0.769230769230769	0.947368421052632	0	0.769230769230769	0.538461538461538	0	0.9375	0.722222222222222	0.666666666666667	0.777777777777778	0.583333333333333	1	0	0.823529411764706	0.529411764705882	0.647058823529412	1	0.818181818181818	0.470588235294118
chr4:174831703	0	0.333333333333333	0.583333333333333	0.153846153846154	0.636363636363636	0	0	0	0.611111111111111	0	0.6875	0	0	0.357142857142857	0.714285714285714	0.347826086956522	0.615384615384615	0.5625	0.80952380952381	0.181818181818182	0.6	0.5	0.666666666666667	0.266666666666667	0.727272727272727	0.647058823529412
chr4:174831770	0.933333333333333	0.5	0	0.315789473684211	0	0	0	0	0.75	0	0.857142857142857	0	0	0.333333333333333	0.888888888888889	0.36	0.785714285714286	0.555555555555556	0.590909090909091	0.0833333333333333	0.588235294117647	0.533333333333333	0.857142857142857	0.307692307692308	0.95	0.75
chr4:174831788	0.928571428571429	0.4375	0.818181818181818	0.421052631578947	0.909090909090909	0	0	0	0.75	0	0.625	0	0	0.583333333333333	0.869565217391304	0.37037037037037	0.6875	0.5	0.727272727272727	0.25	0.466666666666667	0.4375	0.789473684210526	0.454545454545455	0.904761904761905	0.777777777777778
chr4:175787935	0.631578947368421	0.285714285714286	0.823529411764706	0.5	0.533333333333333	0.444444444444444	0	0.230769230769231	0	0	0.739130434782609	0.307692307692308	0.941176470588235	0.666666666666667	0.8	0.384615384615385	0.857142857142857	0.538461538461538	0.878787878787879	0	0.85	0.615384615384615	0.631578947368421	0.428571428571429	0.823529411764706	0
chr4:175788073	0.421052631578947	0.0666666666666667	0.384615384615385	0	0	0.214285714285714	0.357142857142857	0	0.538461538461538	0	0.473684210526316	0.166666666666667	0.888888888888889	0.2	0.538461538461538	0.238095238095238	0.363636363636364	0.333333333333333	0.409090909090909	0	0.538461538461538	0	0.461538461538462	0	0.588235294117647	0
chr4:175789861	1	0.625	0.909090909090909	0.666666666666667	0.846153846153846	0	0	0	0.866666666666667	0	1	0	0	0.857142857142857	0.818181818181818	0	0.9375	0.75	0	1	0.823529411764706	0.571428571428571	0	0.75	0	0
chr4:175814085	0.666666666666667	0	0	0	0.692307692307692	0	0.857142857142857	0.571428571428571	0.75	0	0.785714285714286	0	0	0.25	0.625	0.25	0.8	0	0.578947368421053	0.153846153846154	0	0.307692307692308	0.75	0.142857142857143	0.769230769230769	0.411764705882353
chr4:175814086	0.5	0	0.785714285714286	0	0.857142857142857	0	0.727272727272727	0	0.6	0.181818181818182	0.714285714285714	0	0	0.380952380952381	0.583333333333333	0.538461538461538	0	0.384615384615385	0.727272727272727	0	0	0.333333333333333	0.625	0.2	0	0.6
chr4:175814093	0.75	0	0	0	0.692307692307692	0	0.714285714285714	0.5	0.833333333333333	0	0.785714285714286	0	0	0.294117647058824	0.4375	0.25	0.714285714285714	0	0.611111111111111	0.285714285714286	0	0.384615384615385	0.833333333333333	0.05	0.615384615384615	0.333333333333333
chr4:175814094	0.470588235294118	0	0.6875	0	0.714285714285714	0	0.75	0	0.866666666666667	0	0.75	0	0	0.368421052631579	0	0.615384615384615	0	0.25	0	0	0.363636363636364	0.5	0.764705882352941	0.142857142857143	0.454545454545455	0.538461538461538
chr4:176269504	0.857142857142857	0	0.8125	0.333333333333333	0.9375	0	0	0.571428571428571	1	0	0	0.416666666666667	0	0	0	0.833333333333333	0	0.538461538461538	0.80952380952381	0.235294117647059	0.75	0	0.818181818181818	0.4	0	0.692307692307692
chr4:176269505	0.9375	0.928571428571429	0.642857142857143	0	0.888888888888889	0.545454545454545	0.933333333333333	0.666666666666667	0.941176470588235	0	1	0	0.916666666666667	0.736842105263158	0.875	0.791666666666667	0.894736842105263	0.666666666666667	1	0.4	0.882352941176471	0.75	0.857142857142857	0.4	0.727272727272727	0.636363636363636
chr4:176269704	0.692307692307692	0	0	0	0.823529411764706	0	0	0.454545454545455	0.733333333333333	0.230769230769231	0.739130434782609	0.5	1	0	0.636363636363636	0.466666666666667	0.75	0.5	0.875	0.105263157894737	0.842105263157895	0	0.647058823529412	0	0.882352941176471	0
chr4:176269705	0.727272727272727	0	0.916666666666667	0	0	0	0	0.4	1	0	0.75	0	0	0	0.916666666666667	0.285714285714286	0	0.363636363636364	0.875	0.307692307692308	0.769230769230769	0	0.75	0.818181818181818	0.857142857142857	0
chr4:181265952	0.909090909090909	0.705882352941177	0.928571428571429	0	0.857142857142857	0.75	0.952380952380952	0	0	0	0.894736842105263	0.1875	0.736842105263158	0.615384615384615	0.9	0.388888888888889	0.789473684210526	0.916666666666667	0.8	0.842105263157895	0.757575757575758	0.631578947368421	1	0.95	0.842105263157895	0.772727272727273
chr4:181265953	0.869565217391304	0.727272727272727	0	0	0.944444444444444	0.533333333333333	0.916666666666667	0	1	0	0.75	0	0.857142857142857	0.714285714285714	0.947368421052632	0.5	0.733333333333333	0	0.833333333333333	0.666666666666667	0.909090909090909	0.5	0.866666666666667	0.75	0.944444444444444	0.636363636363636
chr4:181265956	0.909090909090909	0.529411764705882	0.928571428571429	0	0.785714285714286	0.625	0.857142857142857	0	0	0	0.904761904761905	0.176470588235294	0.882352941176471	0.666666666666667	0.80952380952381	0.294117647058824	0.947368421052632	0.75	0.85	0.421052631578947	0.866666666666667	0.588235294117647	0.933333333333333	0.9	0.944444444444444	0.772727272727273
chr4:181265957	0.91304347826087	0	1	0	0.842105263157895	0.642857142857143	0.75	0	0.941176470588235	0	0.666666666666667	0	0.923076923076923	0.666666666666667	0.833333333333333	0.384615384615385	0.785714285714286	0	0.941176470588235	0.375	0.909090909090909	0.5	0.857142857142857	0.727272727272727	0.894736842105263	0
chr4:181265986	0.789473684210526	0.571428571428571	0.909090909090909	0	0.75	0.466666666666667	0.761904761904762	0	0	0	0.8	0.176470588235294	0.888888888888889	0.428571428571429	0.857142857142857	0.333333333333333	0.6875	0	0.65	0.625	0.666666666666667	0.666666666666667	0.714285714285714	0.611111111111111	0.928571428571429	0.761904761904762
chr4:181265987	0.954545454545455	0	0	0	0.777777777777778	0.533333333333333	0.923076923076923	0	0.8125	0	0.739130434782609	0	0.8	0.625	0.8125	0	0.571428571428571	0	0.857142857142857	0.3125	0	0.333333333333333	0.636363636363636	0.166666666666667	0.882352941176471	0
chr4:182168473	0	0.25	0.352941176470588	0	0	0.363636363636364	0.461538461538462	0	0.5625	0	0.461538461538462	0	0	0.384615384615385	0.857142857142857	0	0	0	0.4	0.153846153846154	0.454545454545455	0	0	0.333333333333333	0.6	0
chr5:4773243	1	0	0.857142857142857	0	0.857142857142857	0	0.944444444444444	0.785714285714286	0.888888888888889	0.454545454545455	0.947368421052632	0.928571428571429	0	0.916666666666667	1	0	0.75	0.473684210526316	0.7	0.909090909090909	0.75	0.533333333333333	0	0	0	0
chr5:7306940	0.916666666666667	0	0	0	0.95	1	0	0	0.9375	0	0.8	0	0	0.736842105263158	0.8	0.5	0	0.416666666666667	1	0.181818181818182	0.894736842105263	0.909090909090909	1	0	0.692307692307692	0
chr5:7306941	0	0.666666666666667	0	0.6	0.846153846153846	0.933333333333333	0	0	0	0	0.894736842105263	0	1	0.65	0.823529411764706	0	0.9375	0.5	0.857142857142857	0.181818181818182	0.944444444444444	0	0	0	0	0.75
chr5:15615916	1	0	0	0	0.538461538461538	0.636363636363636	0.785714285714286	0.0666666666666667	0.777777777777778	0	0.666666666666667	0	0	0.533333333333333	0.818181818181818	0	0.8	0	0.769230769230769	0.333333333333333	0	0.411764705882353	0.904761904761905	0.421052631578947	0.863636363636364	0
chr5:15934541	0.5	0.2	0.368421052631579	0.411764705882353	0.789473684210526	0.375	0.5625	0	0.55	0.0714285714285714	0.555555555555556	0.263157894736842	0.923076923076923	0.238095238095238	0.555555555555556	0.125	0.739130434782609	0.217391304347826	0.586206896551724	0.142857142857143	0.470588235294118	0.44	0.6	0.5	0.666666666666667	0.5
chr5:15934542	0.578947368421053	0.285714285714286	0.375	0.416666666666667	0.625	0.25	0.666666666666667	0.222222222222222	0.666666666666667	0.0666666666666667	0.375	0	0.823529411764706	0.263157894736842	0.391304347826087	0.529411764705882	0.633333333333333	0.285714285714286	0.333333333333333	0.263157894736842	0.473684210526316	0.333333333333333	0.416666666666667	0.5	0.75	0.470588235294118
chr5:15934637	0.363636363636364	0	0.352941176470588	0.0769230769230769	0.5	0.3125	0.4	0	0.388888888888889	0	0.222222222222222	0.133333333333333	0.952380952380952	0.142857142857143	0.304347826086957	0.0769230769230769	0.434782608695652	0.458333333333333	0.368421052631579	0.214285714285714	0.388888888888889	0.304347826086957	0.368421052631579	0.230769230769231	0.55	0.357142857142857
chr5:15934638	0.588235294117647	0.222222222222222	0.454545454545455	0.0909090909090909	0.714285714285714	0.142857142857143	0.368421052631579	0.266666666666667	0.571428571428571	0.0909090909090909	0.352941176470588	0	0.785714285714286	0.222222222222222	0.214285714285714	0.571428571428571	0.391304347826087	0.19047619047619	0.19047619047619	0.0769230769230769	0.142857142857143	0.272727272727273	0.352941176470588	0	0.461538461538462	0.4
chr5:16509526	0	0	0	0	0.833333333333333	0	0	0	0.916666666666667	0	0.733333333333333	0	0	0.842105263157895	0.857142857142857	0.8	1	0.692307692307692	0.875	0.235294117647059	0.65	0	0.909090909090909	0.533333333333333	0.875	0
chr5:17387730	0.909090909090909	0	0.916666666666667	0	0.916666666666667	0	0.909090909090909	0.692307692307692	0	0	0.916666666666667	0.818181818181818	0	0	0	0	1	0	0.727272727272727	1	0.75	0.714285714285714	0.9375	1	0	0.65
chr5:17403876	0.916666666666667	0	0.933333333333333	0	1	0.555555555555556	0.95	0	0.909090909090909	0	0	0	1	1	0	0.857142857142857	0.928571428571429	0.823529411764706	0.933333333333333	1	1	0.666666666666667	1	1	0	0.95
chr5:20611164	0.615384615384615	0.0833333333333333	0.666666666666667	0	0.454545454545455	0.307692307692308	0.714285714285714	0.133333333333333	0.5	0.181818181818182	0.571428571428571	0	1	0.1	0.384615384615385	0.5	0.55	0.384615384615385	0	0.2	0.476190476190476	0.347826086956522	0.583333333333333	0.153846153846154	0.590909090909091	0.666666666666667
chr5:20611165	0.923076923076923	0.210526315789474	0	0	0.5	0.142857142857143	0.578947368421053	0	0.590909090909091	0	0.666666666666667	0	0.8	0.25	0.454545454545455	0.25	0.555555555555556	0.4	0.583333333333333	0.166666666666667	0.642857142857143	0.461538461538462	0.529411764705882	0	0.571428571428571	0.5
chr5:20611228	0.818181818181818	0.916666666666667	0.8	0.25	0.916666666666667	0.692307692307692	0.846153846153846	0.153846153846154	0.75	0	0.8	0.333333333333333	0.933333333333333	0.260869565217391	0.846153846153846	0.526315789473684	0.818181818181818	0.461538461538462	1	0.176470588235294	0.9	0.5	0.833333333333333	0.529411764705882	0.764705882352941	0
chr5:20611229	0.75	0.75	0	0	0	0	0	0	0.862068965517241	0.272727272727273	0.733333333333333	0	0.916666666666667	0.357142857142857	0.833333333333333	0.230769230769231	0.785714285714286	0.333333333333333	0.8	0.352941176470588	0.8	0.533333333333333	0.733333333333333	0.272727272727273	0	0.636363636363636
chr5:20611313	0.909090909090909	0.266666666666667	0.625	0.307692307692308	0.5625	0.529411764705882	0	0.571428571428571	0.722222222222222	0.153846153846154	0.681818181818182	0.142857142857143	0.333333333333333	0.153846153846154	0.722222222222222	0.611111111111111	0.333333333333333	0.166666666666667	0.5	0.133333333333333	0.833333333333333	0.4375	0.692307692307692	0.333333333333333	0	0.75
chr5:20611314	0.769230769230769	0	0	0	0.666666666666667	0.307692307692308	0	0	0.782608695652174	0.25	0.818181818181818	0	0.5	0.0666666666666667	0	0.153846153846154	0.25	0.235294117647059	0.3125	0.235294117647059	0.785714285714286	0.705882352941177	0.695652173913043	0.0588235294117647	0	0
chr5:22141530	0.714285714285714	0.3	0.5625	0	0.75	0	0.590909090909091	0.545454545454545	0.733333333333333	0	0.666666666666667	0.4375	0.692307692307692	0.304347826086957	0.818181818181818	0.28125	0.739130434782609	0.517241379310345	0.823529411764706	0.230769230769231	0.6	0.181818181818182	0.692307692307692	0	0.647058823529412	0.652173913043478
chr5:22141575	0.857142857142857	0.130434782608696	0.625	0.214285714285714	0.833333333333333	0	0.666666666666667	0	0.923076923076923	0	0.708333333333333	0.4	0.947368421052632	0.37037037037037	0	0.333333333333333	0.821428571428571	0.482758620689655	0.8	0.25	0.8	0.2	0.692307692307692	0.181818181818182	0.772727272727273	0.705882352941177
chr5:22141739	0.769230769230769	0.208333333333333	0.55	0.0952380952380952	0.666666666666667	0.44	0.68	0.25	0.8125	0.0833333333333333	0.5625	0.3	0.870967741935484	0.285714285714286	0.88	0.346153846153846	0.621621621621622	0.411764705882353	0.842105263157895	0.130434782608696	0.68	0.222222222222222	0.478260869565217	0.157894736842105	0.730769230769231	0.52
chr5:22141971	0.588235294117647	0.352941176470588	0.533333333333333	0.285714285714286	0.529411764705882	0.333333333333333	0.5	0.166666666666667	0.5	0	0.428571428571429	0	0.666666666666667	0.285714285714286	0.25	0.2	0.6875	0.290322580645161	0.421052631578947	0.142857142857143	0.285714285714286	0.409090909090909	0.266666666666667	0.294117647058824	0.529411764705882	0.3
chr5:23950782	0.608695652173913	0.304347826086957	0.666666666666667	0.277777777777778	0.708333333333333	0.5	0.652173913043478	0.1	0.80952380952381	0.176470588235294	0.655172413793103	0.111111111111111	0.914285714285714	0.379310344827586	0.8	0.333333333333333	0.645161290322581	0.333333333333333	0.689655172413793	0.137931034482759	0.576923076923077	0.285714285714286	0.685714285714286	0.2	0.636363636363636	0.407407407407407
chr5:23950783	0.764705882352941	0.217391304347826	0.619047619047619	0.384615384615385	0.647058823529412	0.285714285714286	0.727272727272727	0	0.6	0	0.631578947368421	0.333333333333333	0.882352941176471	0.4375	0.526315789473684	0.277777777777778	0.727272727272727	0.3	0.684210526315789	0.181818181818182	0.666666666666667	0.444444444444444	0.652173913043478	0.0625	0.692307692307692	0.571428571428571
chr5:24840564	0.478260869565217	0.142857142857143	0.318181818181818	0.25	0	0.461538461538462	0.4	0.142857142857143	0.2	0	0.409090909090909	0	0.642857142857143	0.32	0.25	0.0952380952380952	0.5	0.333333333333333	0.380952380952381	0.111111111111111	0.315789473684211	0.111111111111111	0.277777777777778	0.2	0.25	0.1875
chr5:24840599	0.777777777777778	0.75	0.789473684210526	0.764705882352941	0.642857142857143	0.4375	0.764705882352941	0.761904761904762	0.85	0.272727272727273	0.904761904761905	0	0.642857142857143	0.592592592592593	0.777777777777778	0.3	0.954545454545455	0.333333333333333	0.769230769230769	0.368421052631579	0.736842105263158	0.315789473684211	0.6875	0.611111111111111	0.894736842105263	0.5
chr5:24841440	0.727272727272727	0.0769230769230769	0.571428571428571	0	0	0	0	0	0.866666666666667	0.166666666666667	0	0	0	0.428571428571429	0.727272727272727	0.333333333333333	0.583333333333333	0	0.647058823529412	0	0.923076923076923	0	0.5	0	0	0.4375
chr5:24841441	0.615384615384615	0.368421052631579	0	0	0	0.428571428571429	0.714285714285714	0	0.7	0	0.5	0	0.692307692307692	0.35	0.666666666666667	0.181818181818182	0.55	0.157894736842105	0.684210526315789	0.235294117647059	0.580645161290323	0.4	0.8	0.6	0.722222222222222	0.421052631578947
chr5:24841478	0.642857142857143	0.25	0	0	0.666666666666667	0.714285714285714	0.5	0	0.761904761904762	0	0.45	0.416666666666667	0.666666666666667	0.736842105263158	0.681818181818182	0.157894736842105	0.578947368421053	0.333333333333333	0.722222222222222	0.2	0.714285714285714	0.523809523809524	0.75	0.5625	0.833333333333333	0.526315789473684
chr5:24841559	0.666666666666667	0.411764705882353	0.611111111111111	0	0.538461538461538	0.384615384615385	0.666666666666667	0	0.631578947368421	0	0.5	0.117647058823529	0.666666666666667	0.636363636363636	0.565217391304348	0.28	0.653846153846154	0.25	0.5	0.1875	0.633333333333333	0.391304347826087	0.823529411764706	0.318181818181818	0.615384615384615	0.727272727272727
chr5:28288571	0	0.294117647058824	0.636363636363636	0.142857142857143	0.894736842105263	0.4	0.916666666666667	0.384615384615385	0.684210526315789	0	0.782608695652174	0.315789473684211	1	0.5	0.7	0.260869565217391	0.65	0.3	0.72	0.0625	0.785714285714286	0.423076923076923	0.928571428571429	0.266666666666667	0.892857142857143	0
chr5:28288583	0	0.388888888888889	0.545454545454545	0.142857142857143	0.85	0.428571428571429	0	0.357142857142857	0.631578947368421	0	0.666666666666667	0.263157894736842	0.833333333333333	0.5	0.681818181818182	0.3	0.7	0.19047619047619	0.807692307692308	0.0625	0.8	0.333333333333333	0.538461538461538	0.266666666666667	0.740740740740741	0
chr5:32946663	0	0.166666666666667	0	0	0.571428571428571	0	0	0.333333333333333	0.416666666666667	0.142857142857143	0	0	0	0.210526315789474	0	0	0.818181818181818	0.0909090909090909	0	0.454545454545455	0.666666666666667	0.307692307692308	0	0.5	0	0.583333333333333
chr5:32946752	0	0	0.818181818181818	0.769230769230769	0.833333333333333	0	0	0.692307692307692	0.666666666666667	0.25	0.666666666666667	0	0.928571428571429	0.235294117647059	0	0.384615384615385	0.727272727272727	0.352941176470588	0.818181818181818	0.588235294117647	0.833333333333333	0.571428571428571	0	0.818181818181818	0.833333333333333	0.533333333333333
chr5:32946775	0	0	0.923076923076923	1	0.944444444444444	0	0	1	0.833333333333333	0.583333333333333	0.916666666666667	0	0.928571428571429	1	0.909090909090909	0.916666666666667	1	0.5	0.909090909090909	1	0	0	0	0	0.923076923076923	0.916666666666667
chr5:32946785	0	0	0.785714285714286	1	0.777777777777778	0	0	0.833333333333333	0.846153846153846	0.615384615384615	1	0	1	0.666666666666667	0.818181818181818	0.769230769230769	0.933333333333333	0.333333333333333	0.818181818181818	0.928571428571429	0	0	0	0	0.928571428571429	0.916666666666667
chr5:32946807	0	1	1	0.666666666666667	0.85	0	0.909090909090909	0.214285714285714	0.846153846153846	0.692307692307692	0.909090909090909	0	1	0.555555555555556	0	0.285714285714286	0.666666666666667	0.388888888888889	0	0.5	0.818181818181818	0	0	0	0.833333333333333	0.583333333333333
chr5:32946874	0	0.214285714285714	0.769230769230769	0.5	0.6875	0	0.461538461538462	0.363636363636364	0.5	0.166666666666667	0	0	0.866666666666667	0.454545454545455	0	0.461538461538462	0.8	0.3125	0.692307692307692	0.285714285714286	0.416666666666667	0	0	0	0	0
chr5:32946902	0	0.1875	0.333333333333333	0.375	0.615384615384615	0	0	0.2	0.5	0.0833333333333333	0	0	1	0	0	0.466666666666667	0.611111111111111	0.176470588235294	0.384615384615385	0.333333333333333	0.416666666666667	0	0	0	0	0
chr5:37947640	0	0	0	0	0	0	0.5625	0	0.866666666666667	0	0	0.384615384615385	1	0.318181818181818	0.45	0	0.533333333333333	0	0	0.0625	0.277777777777778	0.3	0.473684210526316	0.416666666666667	0.615384615384615	0.384615384615385
chr5:37947719	0	0	0	0	0.928571428571429	0.636363636363636	0.916666666666667	0	0.833333333333333	0	0	0	0	0.428571428571429	0.65	0	0.923076923076923	0.461538461538462	0	0.181818181818182	0.846153846153846	0.357142857142857	0.933333333333333	0	0.857142857142857	0.615384615384615
chr5:40051948	0	0	0	0	0.647058823529412	0	0.454545454545455	0.454545454545455	0	0	0.764705882352941	0.333333333333333	0	0.4	0.866666666666667	0.333333333333333	0.846153846153846	0.230769230769231	0.5	0.307692307692308	0	0	0.48	0	0	0
chr5:40051972	0	0	0	0	0.882352941176471	0	0	0.615384615384615	0	0	1	0.416666666666667	0	0.5625	0.916666666666667	0	0.933333333333333	0.266666666666667	0.75	0.272727272727273	0	0	0.869565217391304	0.454545454545455	0.933333333333333	0
chr5:42994213	0.333333333333333	0	0.285714285714286	0.692307692307692	0.166666666666667	0	0.1875	0.416666666666667	0.0625	0.454545454545455	0	0.416666666666667	0.2	0.75	0.117647058823529	0.294117647058824	0.0666666666666667	0.2	0.0769230769230769	0.818181818181818	0.142857142857143	0	0	0.727272727272727	0.28	0
chr5:58490991	0.461538461538462	0.0833333333333333	0	0.333333333333333	0.454545454545455	0.352941176470588	0.357142857142857	0	0.666666666666667	0	0.769230769230769	0.363636363636364	0.666666666666667	0	0.545454545454545	0.0869565217391304	0.642857142857143	0.125	0.4375	0.0588235294117647	0.666666666666667	0.0833333333333333	0	0.125	0.571428571428571	0.25
chr5:58490992	0	0	0.588235294117647	0	0	0	0.545454545454545	0.0476190476190476	0.736842105263158	0	0.818181818181818	0	0.5	0	0.272727272727273	0	0.470588235294118	0	0.538461538461538	0	0.6	0	0.375	0.0714285714285714	0	0
chr5:58581213	0.6875	1	0.833333333333333	1	0.866666666666667	0	0	0.636363636363636	0.941176470588235	0	0.6875	0.857142857142857	0	0	0.823529411764706	0.933333333333333	1	0	0.882352941176471	0.75	1	0.933333333333333	0	0	0	0
chr5:58581214	0	0	0	0.923076923076923	0.615384615384615	0	0.818181818181818	0.25	0	0	0.642857142857143	0	0.923076923076923	0	0	1	0	0.909090909090909	0.909090909090909	0	0.769230769230769	0.857142857142857	0.875	0	0.941176470588235	0
chr5:66827963	0.857142857142857	0	0.75	0	0	0	0	0.615384615384615	0.928571428571429	0	0.769230769230769	1	0	0	1	0.769230769230769	0.769230769230769	0.75	0.923076923076923	0	0.933333333333333	0.571428571428571	1	0.363636363636364	0.923076923076923	0.941176470588235
chr5:87661250	0.916666666666667	0.75	0.625	0	0.333333333333333	0.15	0	0.461538461538462	0	0	0.882352941176471	0.857142857142857	0	1	0.631578947368421	0.230769230769231	0.333333333333333	0.285714285714286	0.470588235294118	0.5	0.555555555555556	0.307692307692308	0.444444444444444	0.333333333333333	0	0
chr5:87661267	0.727272727272727	0.666666666666667	0.571428571428571	0	0.727272727272727	0.2	0	0.5	0.25	0	0.882352941176471	0.833333333333333	0	0.8	0.631578947368421	0.333333333333333	0.4375	0.461538461538462	0.473684210526316	0.666666666666667	0.722222222222222	0.363636363636364	0.411764705882353	0.357142857142857	0.615384615384615	0.428571428571429
chr5:87661268	0.8	0.7	0.6875	0.25	0	0.3125	0.521739130434783	0.583333333333333	0.5	0	0.793103448275862	1	0.823529411764706	0.875	0.625	0.0588235294117647	0.6	0.352941176470588	0.45	0.333333333333333	0.636363636363636	0.615384615384615	0.576923076923077	0.588235294117647	0.722222222222222	0.333333333333333
chr5:87661375	0.833333333333333	0.166666666666667	0	0	0	0.333333333333333	0	0.363636363636364	0.764705882352941	0	0.714285714285714	0.133333333333333	0	0	0.705882352941177	0	0.846153846153846	0	0.736842105263158	0.0769230769230769	0.571428571428571	0.4375	0.75	0	0.789473684210526	0.470588235294118
chr5:87661376	0.6875	0.2	0.818181818181818	0	0	0	0.727272727272727	0.5	0.714285714285714	0	0.9	0.272727272727273	0.933333333333333	0.857142857142857	0.588235294117647	0.130434782608696	0.894736842105263	0.642857142857143	0.894736842105263	0.0666666666666667	0.631578947368421	0.333333333333333	0.714285714285714	0.227272727272727	0.631578947368421	0.466666666666667
chr5:87661483	0.75	0.142857142857143	0	0	0	0	0.5625	0.105263157894737	0.666666666666667	0	0.526315789473684	0.0625	0	0	0.588235294117647	0	0.647058823529412	0	0.4375	0.181818181818182	0.466666666666667	0.461538461538462	0.428571428571429	0	0.5	0.272727272727273
chr5:87661484	0.692307692307692	0.333333333333333	0.333333333333333	0.0909090909090909	0	0.363636363636364	0.529411764705882	0.25	0.5	0	0.722222222222222	0	0.6875	0.272727272727273	0.416666666666667	0.296296296296296	0.545454545454545	0.538461538461538	0.478260869565217	0.181818181818182	0.7	0.294117647058824	0.416666666666667	0.2	0.461538461538462	0
